01:15:00	Lily Chen always prepared an 'evening' snack for her husband to consume on his return at 1.15am.	Sour Sweet	Timothy Mo
01:16:00	At sixteen past one, they walked into the interview room.	Nothing Gold Can Stay	Dana Stabenow
01:17:00	The clocks stopped at 1:17. A long shear of light and then a series of low concussions.	The Road	Cormac McCarthy
01:17:00	At that moment (it was seventeen minutes past one in the morning) Lieutenant Bronsfield was preparing to leave the watch.	A voyage round the moon	Jules Verne
01:20:00	It is now some twenty minutes past one o'clock in the morning, and not a spot of action on your part.	Jeeves and the Feudal Spirit	P.G. Wodehouse
01:20:00	Then it was 1.20 am, but I hadn't heard Father come upstairs to bed.	The Curious Incident of the Dog in the Night-time	Mark Haddon
01:22:00	It was 1:22 when we found Dad's grave.	Extremely Loud and Incredibly Close	Jonathan Safran Foer
01:30:00	Half-past one, The street lamp sputtered, The street lamp muttered.	Rhapsody on a Windy Night	TS Eliot
01:30:00	Around 1:30 A.M. the door opened and I thought it was Karla, but it was Bug, saying Karla and Laura had gone out.	Microserfs	Douglas Coupland
01:30:00	I walked for half an hour, but nothing happened until one thirty in the morning.	Gone Tomorrow	Lee Child
01:30:00	The radio alarm clock glowed 1:30 a.m. Bad karaoke throbbed through walls.	Ghostwritten	David Mitchell
02:00:00	Get on plane at 2 A.M., amid bundles, chickens, gypsies, sit opposite pair of plump fortune tellers.	Bech: A Book, Appendix A, III	J. Updike
02:00:00	It struck two. I woke up, though I had indeed not been asleep but lying half-conscious.	Notes from the underground	Fyodor Dostoyevsky
02:00:00	About two. Just past, Daisy noted that he expressed no concern for her safety.	Dead in the water	Carola Dunn
02:00:00	As two o'clock pealed from the cathedral bell, Jean Valjean awoke.	Les Miserables	Victor Hugo
02:00:00	When all had grown quiet and Fyodor Pavlovich went to bed at around two o'clock.	The Brothers Karamazov	Fyodor Dostoyevsky
02:05:00	Five minutes past two? How horribly late!	The Picture of Dorian Gray	Oscar Wilde
02:07:00	At 2:07 a.m. I decided that I wanted a drink of orange squash before I brushed my teeth and got into bed.	The Curious Incident of the Dog in the Night-time	Mark Haddon
02:15:00	When the alarm rang at two fifteen, Lew shut it off, snapped on the little bedside lamp, then swung his feet to the floor.	The Night People	Jack Finney
02:17:00	Two-seventeen, he marveled. It was the strangest time he'd seen in his entire life.	Freedom	Jonathan Franzen
02:20:00	When his eyes opened at two twenty, by the green hands of his alarm, he knew that this time he'd actually been waiting for it in his sleep.	The Night People	Jack Finney
02:21:00	I lifted my left hand and pressed on the light of my digital wristwatch. Two-twenty-one.	Hard Boiled Wonderland and the End of the World	Haruki Murakami
02:30:00	I tried to pull her off about 0230, and there was this ...sound	Infinite Jest	David Foster Wallace
02:30:00	At about half past two she had been woken by the creak of footsteps on the stair.	The Little Stranger	Sarah Waters
02:30:00	It is 2.30am and I am tight. As a tick, as a lord, as a newt. Must write this down before the sublime memories fade and blur.	Any Human Heart	William Boyd
02:30:00	Why not?, said Harry. Who's going to call at 2:30 a.m. with a better idea?	The Night People	Jack Finney
02:31:00	And then I woke up because there were people shouting in the flat and it was 2.31 am.	The Curious Incident of the Dog in the Night-time	Mark Haddon
02:45:00	0245h., Ennet House, the hours that are truly wee.	Infinite Jest	David Foster Wallace
02:46:00	Virginia Beach, VA 2:46 A.M. The chain drive whirred and the paper target slid down the darkened range.	Patriots	Steve Sohmer
02:46:00	Vicki shoved her glasses at her face and peered at the clock. Two forty-six. 'I don't have time for this' she muttered.	Blood Lines	Tanya Huff
02:55:00	"That do you for 2:55 a.m.?"	The Night People	Jack Finney
02:56:00	It was 2:56 when the shovel touched the coffin. We all heard the sound and looked at each other.	Extremely Loud and Incredibly Close	Jonathan Safran Foer
03:00:00	I slam the phone down but it misses the base. I hit the clock instead, which flashes 3 a.m.	Songs from the Other Side of the Wall	Dan Holloway
03:00:00	It was three o'clock at night, as I was going home from Blacky as usual; it was a short-cut for me.	Im Not Stiller	Third Notebook
03:00:00	Someone stumbled jerkily, as if his ankles were in chains, to the Comanche cabin's bathroom at three A.M.	Nemesis	Philip Roth
03:00:00	He stood, and heard the steeple Sprinkle the quarters on the morning town. One, two, three, to market-place and people.	Eight OClock	A.E. Housman
03:00:00	Suddenly they're pulling secret 0300 milk-switches? It doesn't ring true, Jim.	Infinite Jest	David Foster Wallace
03:00:00	When Sophie awoke, it was 3:00 a.m.	Desperate Characters	Paula Fox
03:00:00	At three am I was walking the floor and listening to Katchaturian working in a tractor factory.	The Long Goodbye	Raymond Chandler
03:00:00	You hearken, Missy. It's three o'clock in the morning and I've got all my faculties as well as ever I had in my life.	Middlemarch	George Eliot
03:00:00	Even at three o'clock in the morning one might hear her eating a Bain Marie biscuit in the kitchen	Afternoon Raag	Amit Chaudhuri
03:00:00	But every morning, even if there's been a nighttime session and he has only slept two hours, he gets up at six and reads his paper.	The Elegance of the Hedgehog	Muriel Barbery
03:00:00	But at three o'clock in the morning, a forgotten package has the same tragic importance.	The Crack-Up	F. Scott Fitzgerald
03:01:00	But it's only gone three!, said George in an injured tone.	Three Men in a Boat	Jerome K Jerome
03:00:00	It was three in the morning when his taxi stopped by giant mounds of snow outside his hotel. He had not eaten in hours.	Solar	Ian McEwan
03:00:00	She made out the luminous dial of the clock beside the bed. Three AM. Good grief.	The Game Players of Titan	Philip K Dick
03:00:00	At three o'clock in the morning Eurydice is bound to come into it.	The Medusa Frequency	Russell Hoban
03:00:00	According to her watch it was shortly after three o'clock, and according to everything else it was night-time.	The Long Dark Tea-time of the Soul	Douglas Adams
03:00:00	Christ, three A.M! Doctors say the body's at low tide then.	Something Wicked This Way Comes	Ray Bradbury
03:00:00	Three A.M. That's our reward. Three in the morn. The soul's midnight.	Something Wicked This Way Comes	Ray Bradbury
03:00:00	In a real dark night of the soul it is always 3 o'clock in the morning.	The Crack-Up	F. Scott Fitzgerald
03:05:00	On the Sunday before Christmas she awoke at 3:05 a.m. and though: Thirty-six hours.	The Corrections	Jonathan Franzen
03:10:00	I looked at the clock. It was ten-past three.	The Whole Story and Other Stories	Ali Smith
03:15:00	Above the door of Room 69 the clock ticked on at 3:15.	Manhole 69 (short story)	J.G. Ballard
03:17:00	192 different still lives of Green Oaks at 3.17 a.m. this March night	What Was Lost	Catherine O'Flynn
03:25:00	It was 3:25 a.m. A strange thrill, to think I was the only Mulvaney awake in the house.	We Were the Mulvaneys	Joyce Carol Oates
03:30:00	The clock radio is right there beside the bed. Anyone can see it says three-thirty.	Whoever was using this bed	Raymond Carver
03:30:00	At half past three a single bird		Emily Dickinson
03:30:00	At half-past three A.M. he lost one illusion : officers sent to reconnoitre informed him that the enemy was making no movement.	Les Miserables	Victor Hugo
03:30:00	It's 3:30 A.M. in Mrs. Ralph's finally quiet house when Garp decides to clean the kitchen.	The World According to Garp	John Irving
03:30:00	Now, look. I am not going to call Dr. McGrath at three thirty in the morning to ask if it's all right for my son to eat worms.	How to Eat Fried Worms	Thomas Rockwell
03:40:00	His bedside clock shows three forty. He has no idea what he's doing out of bed.	Saturday	Ian McEwan
03:43:00	The clock says 3.43am. The thermometer says it's a chilly fourteen degrees Fahrenheit.	Ghostwritten	David Mitchell
03:51:00	The digital reading on the clock-radio was 3:51. Always odd numbered at times like this.	White Noise	Don DeLillo
03:58:00	The clock atop the clubhouse reads 3:58.	Underworld	Don Delillo
03:47:00	I stayed awake until 3:47. That was the last time I looked at my watch before I fell asleep.	The Curious Incident of the Dog in the Night-time	Mark Haddon
04:00:00	Waking at four to soundless dark, I stare	Aubade (poem)	Philip Larkin
04:00:00	Albert Kessler arrived in Santa Teresa, at four in the morning.	2666, p 583, hardback UK edn	Roberto Bolano
04:00:00	The chefs, grateful for a hot drink at four in the morning, lingered and bought.	The Tea Rose	Jennifer Donnelly
04:00:00	I waited, and about four o'clock she came to the window and stood there for a minute.	The Great Gatsby	F. Scott Fitzgerald
04:00:00	Waking at four to soundless dark, I stare. In time the curtain-edges will grow light.	Aubade	Philip Larkin
04:00:00	I looked at the clock and it was (yes, you guessed it) four am.	Watermelon	Marian Keyes
04:00:00	The Birds begun at Four o'clock, their period for Dawn.		Emily Dickinson
04:00:00	Michel looked at his watch; it was just after 4am. On the screen a wild cat had a rabbit in its mouth.	Atomised	Michel Houellebecq
04:00:00	It's four in the morning, the end of December. I'm writing you now just to see if you're better.	Famous Blue Raincoat (from Stranger Music)	Leonard Cohen
04:00:00	It is cold, obviously, but what time is it? 'Nearly four, son.' But I mean what time?	Sometimes a Great Notion	Ken Kesey
04:12:00	My watch read four-twelve in the morning. Not yet dawn. The morning papers still not delivered, trains not yet running.	Hard Boiled Wonderland and the End of the World	Haruki Murakami
04:16:00	I stooped to pick up my watch from the floor. Four-sixteen. Another hour until dawn.	Hard Boiled Wonderland and the End of the World	Haruki Murakami
04:18:00	The ringing didn't stop. The telephone! The clock read four-eighteen. It was dark outside.	Hard Boiled	Haruki Murakami
04:23:04	Her chip pulsed the time. 04:23:04. It had been a long day.	Neuromancer	William Gibson
04:25:00	As I dressed I glanced at my watch. It was no wonder that no one was stirring. It was twenty-five minutes past four.	The Adventures of Sherlock Holmes	Sir Arthur Conan Doyle
04:30:00	She has to be up at like 0430 for the breakfast shift at the Provident Nursing Home and sometimes eats breakfast with Gately.	Infinite Jest	David Foster Wallace
04:30:00	Knowing the hopelessness of these inner courts announcing hollow verdicts at four thirty in the morning.	Essays on Love	Alain de Botton
04:45:00	He lies still in the darkness and listens. He checks the clock on the table next to the bed. The hands glow and register 4:45 a.m.	Faceless Killers	Henning Mankell
04:46:00	The phone rang again at four-forty-six."Hello," I said. "Hello," came a woman's voice. "Sorry about the time before".	Hard Boiled Wonderland and the End of the World	Haruki Murakami
04:48:00	At 4:48 /the happy hour /when clarity visits/ warm darkness/ which soaks my eyes/ I know no sin	4:48 psychosis	Sarah Kane
04:50:00	They had all frozen at the same time, on a snowy night, seven years before, and after that it was always ten minutes to five in the castle.	The 13 Clocks	James Thurber
04:59:00	Gately gets to the shelter at 0459h and just shuts his head off as if his head had a control switch.	Infinite Jest	David Foster Wallace
05:02:00	Just after five o'clock on this chill September morning, the fishmonger's cart, containing Kirsten and Emilia, is driven out of the gates.	Music and Silence	Rose Tremain
05:00:00	Wednesday morning at five o'clock as the day begins.	She's Leaving Home	John Lennon & Paul McCartney
05:00:00	The day came slow, till five o'clock Then sprang before the hills like hindered rubies.		Emily Dickinson
05:00:00	It is 5am All the worse things come stalking in and stand icily about the bed looking worse and worse and worse.	Things	Fleur Adcock
05:01:00	Five o'clock had hardly struck on the morning of the 19th of January, when Bessie brought a candle into my closet and found me already up.	Jane Eyre	Charlotte Bronte
05:00:00	Five! the Golux crowed, and pointed at the table. "The task is done, the terms are met".	The 13 Clocks	James Thurber
04:59:00	Unspeakable times include 04:59 and 01:07 - but for some reason 05:58 is not a bad time	Nowhere Better Than This	Anthony Wilson
01:17:00	Unspeakable times include 04:59 and 01:07 - but for some reason 05:58 is not a bad time	Nowhere Better Than This	Anthony Wilson
05:58:00	Unspeakable times include 04:59 and 01:07 - but for some reason 05:58 is not a bad time	Nowhere Better Than This	Anthony Wilson
01:58:00	01:58 and 02:58 who are total buggers and always will be	Nowhere Better Than This	Anthony Wilson
02:58:00	01:58 and 02:58 who are total buggers and always will be	Nowhere Better Than This	Anthony Wilson
06:14:00	The why-even-bother-times are as follows: 06:14, 06:27, 06:32 and the infrequently-mentioned 06:02.	Nowhere Better Than This	Anthony Wilson
06:27:00	The why-even-bother-times are as follows: 06:14, 06:27, 06:32 and the infrequently-mentioned 06:02.	Nowhere Better Than This	Anthony Wilson
06:32:00	The why-even-bother-times are as follows: 06:14, 06:27, 06:32 and the infrequently-mentioned 06:02.	Nowhere Better Than This	Anthony Wilson
06:02:00	The why-even-bother-times are as follows: 06:14, 06:27, 06:32 and the infrequently-mentioned 06:02.	Nowhere Better Than This	Anthony Wilson
02:09:00	The I-want to-die-now-times list 02:09, 04:11 and 03:33.	Nowhere Better Than This	Anthony Wilson
04:14:00	The I-want to-die-now-times list 02:09, 04:11 and 03:33.	Nowhere Better Than This	Anthony Wilson
03:33:00	The I-want to-die-now-times list 02:09, 04:11 and 03:33.	Nowhere Better Than This	Anthony Wilson
04:19:00	My familiarity with 04:19 of late has wrenched the bottom drawer from my desk.	Nowhere Better Than This	Anthony Wilson
05:00:00	5 a.m. on Sunday, 2 February, 1913. The date was recalled because it was Candlemas.	The Dunwich Horror	H.P. Lovecraft
05:00:00	What keeps them dancing till five o'clock in the morning through a whole mortal season?	Vanity Fair	William Makepeace Thackeray
05:04:00	5.04 a.m. on the substandard clock radio. Because why do people always say the day starts now?	The Accidental	Ali Smith
05:10:00	Ten minutes past five. "You have just gone, after giving me my composing draught.	The Law and the Lady	Wilkie Collins
05:15:00	By the first week of May, Ralph was waking up to birdsong at 5:15 a.m.	Insomnia	Stephen King
05:16:00	5:16 a.m on the substandard clock radio. She is really awake.	The Accidental	Ali Smith
05:28:00	I pulled into the Aoyama supermarket parking garage at five-twenty-eight. The sky to the east was getting light.	Hard Boiled Wonderland and the End of the World	Haruki Murakami
05:30:00	It is half-past five in the summer morning. Young Chase's narrow bachelor bed has evidently been slept in.	An Insular Possession	Timothy Mo
05:30:00	On the day they were going to kill him, Santiago Nasar got up at five-thirty in the morning to wait for the boat.	Chronicle of a Death Foretold	Gabriel Garcia Marquez
05:30:00	It was by this time half-past five, and the sun was on the point of rising; but I found the kitchen still dark and silent.	Jane Eyre	Charlotte Bronte
05:35:00	I squinted at the clock. 'It says twenty five before six,' I said and rolled away from him.	the dice man	Luke Rhinehart
05:38:00	"Good morning, Johnny", said the ship. "It is 5.38 a.m." "What?" said Johnny. "It's Saturday." 	Johnny Mackintosh: Battle for Earth	Keith Mansfield
05:46:00	He wrote a legal-sounding phrase to the effect that the sentence had been carried out at 5.46 am., adding, "without a snag".	A Whispered Name	William Brodrick
05:04:00	His clocks were set at one minute past five, four minutes past five and seven minutes past five. That was the combination of a safe.	The clocks	Agatha Christie
05:07:00	His clocks were set at one minute past five, four minutes past five and seven minutes past five.	The clocks	Agatha Christie
06:00:00	I was to leave Gateshead that day by a coach which passed the lodge gates at six a.m.	Jane Eyre	Charlotte Bronte
06:00:00	It's six o'clock. I couldn't sleep,' he says wearily, like an afterthought, as if it's what he expects.	The Saints	Patsy Hickman
06:00:00	Lying awake in my attic room, i hear a clock strike six downstairs. It was fairly light.	Hunger	Knut Hamsun
06:02:00	About six o'clock in the morning, the Ville-de-Montereau, ready to depart, pouring out great whirls of smoke by the quai Saint-Bernard.	The Sentimental Education	Gustave Flaubert
06:00:00	The ball went on for a long time, until six in the morning; all were exhausted and wishing they had been in bed for at least three hours.	The Leopard	Giuseppe Tomasi di Lampedusa
06:00:00	Rise from bed . . . . . . . . . . . . . . . . 6.00 A.M.	The Great Gatsby	F. Scott Fitzgerald
06:13:00	It's 06:13 .........Ma says I ought to be wrapped up in Rug already, Old Nick might possibly come.	Room	Emma Donoghue
06:15:00	It was 6.15 am. Just starting to get light. A small knot of older teenagers were leaning against a nearby wall.	Girl Missing	Sophie McKenzie
06:15:00	Dumbbell exercise and wall-scaling . . . . . . 6.15-6.30	The Great Gatsby	F. Scott Fitzgerald
06:25:00	The Professor looked at his watch. I looked at my watch. Six-twenty-five. Well past daybreak.	Hard Boiled Wonderland and the End of the World	Haruki Murakami
06:27:00	At 06.27 hours on 1 January 1975, Alfred Archibald Jones was dressed in corduroy and sat in a fume-filled Cavalier Musketeer Estate.	White Teeth	Zadie Smith
06:28:00	06:27:52 by the chip in her optic nerve; Case had been following her progress through Villa Straylight for over an hour	Neuromancer	William Gibson
06:30:00	It was six-thirty. When the baby's cry came, they could not pick it out, and Sam, eagerly thrusting his face amongst their ears, said, "Listen!	The Man Who Loved Children	Christina Stead
06:30:00	"What time is it?" said his father in a drugged voice. "Oh my God, it's six-thirty," his mother said.	The Book of Daniel	E.L. Doctorow
06:30:00	I glanced at the clock by the bed. 6.30 am. Why were they waking Mum and Dad up this early?	Girl Missing	Sophie McKenzie
06:30:00	His cart started at 6.30 in the morning and got back at about ten at night.	Period Piece	Gwen Raverat
06:30:00	It was half-past six - too early for any of the household to be already astir.	The Scarlet Pimpernel	Baroness Orczy
06:33:00	Woke 6.33 a.m. Last session with Anderson.	The Voices of	JG Ballard
06:35:00	My watch lay on the dressing-table close by; glancing at it, I saw that the time was twenty-five minutes to seven.	Ravensdene Court	J. S. Fletcher
06:45:00	He was still hurriedly thinking all this through, unable to decide to get out of the bed, when the clock struck quarter to seven.	Metamorphosis	Franz Kafka (Gutenberg edition)
06:45:00	As the clock pointed to a quarter to seven, the dog woke and shook himself.	No Name	Wilkie Collins
06:46:00	At one minute after the quarter to seven I heard the rattle of the cans outside. I opened the front door.	The Thirty-Nine Steps	John Buchan
06:30:00	A civilised six-thirty for twelve noon was almost certainly what he had in mind.	The Long Dark Tea-time of the Soul	Douglas Adams
07:00:00	I had left directions that I was to be called at seven. It was a relief to get out of the room where the night had been so miserable.	Great Expectations	Charles Dickens
07:00:00	Seven o'clock, already", he said to himself when the clock struck again, "seven o'clock, and there's still a fog like this.	Metamorphosis	Franz Kafka
07:00:00	She was up at seven o'clock, the samovar was taken in to her from the kitchen.	Crime and Punishment	Fyodor Dostoyevsky
07:00:00	At seven o'clock in the morning, Rubashov was awakened by a bugle, but he did not get up. Soon he heard sounds in the corridor.	Darkness at Noon	Arthur Koestler
07:02:18	07:02:18 One and a half hours. 'Case,' she said, 'I wanna favour.'	Neuromancer	William Gibson
07:05:00	Ryan missed the dawn. He boarded a TWA 747 that left Dulles on time, at 7:05 A.M. The sky was overcast.	The Hunt for Red October	Tom Clancy
07:05:00	He decided he'd wait until five minutes after seven o'clock, and then he'd call in, take the day off.	Where Im Calling From	Raymond Carver
07:06:00	He came through the door at six minutes past seven, resplendent in his blue uniform with his sidearm on one hip.	The Green Mile	Stephen King
07:09:00	In the living room the voice-clock sang, Tick-tock, seven o'clock, time to get up, time to get up, seven o 'clock!	There Will Come Soft Rains	Ray Bradbury
07:10:00	A search in Bradshaw informed me that a train left St Pancras at 7.10, which would land me at any Galloway station in the late afternoon.	The 39 Steps	John Buchan
07:10:00	She would have to move fast, elbow her way to the front so that she emerged first. The time was 7:10 in the morning.	The Fourth Passenger	Mini Nair
07:12:00	Never meet people at 7:45 or 6:30, Jasper, but pick times like 7:12 and 8:03!	A fraction of the whole	Steve Toltz
07:13:00	I looked out of the corridor window of my carriage just before the train left at seven-thirteen.	Austerlitz	W.G. Sebald
07:15:00	It was 7.15. A confused conversation ensued, in which each woman seemed to assume Saville was with the other.	The Suspicions of Mr Whicher	Kate Summerscale
07:15:00	It was only a quarter-past seven, I blinked up at him in some surprise, and perhaps just a little resentment.	The Adventure of the Speckled Band	Arthur Conan Doyle
07:15:00	At 7:15 A.M., January 25th, we started flying northwestward under McTighe's pilotage with ten men.	At the Mountains of Madness	H.P. Lovecraft
07:17:00	As of 7:17 A.M. local time on 30 June 1908, Padzhitnoff had been working for nearly a year as a contract employee of the Okhrana.	Against the Day	T Pynchon
07:20:00	This was the timetable for a Monday and also it is an approximation - 7.20 a.m. Wake up	The Curious Incident of the Dog in the Night-time	Mark Haddon
07:20:00	He escaped from reality till the alarm-clock rang, at seven-twenty.	Babbitt	SInclair Lewis
07:25:00	7.25 a.m. Clean teeth and wash face	The Curious Incident of the Dog in the Night-time	Mark Haddon
07:30:00	Precisely at half past seven the station-master came into the traffic office. He weighed almost sixteen stone.	Closely Observed Trains	Bohumil Hrabal
07:30:00	At half-past seven the next morning he rang the bell of 21 Ble heim Avenue....	After Rain (Gilberts Mother)	William Trevor
07:35:00	I looked at my watch. Seven thirty-five.	Bare Bones	Kathy Reichs
07:40:00	7.40 a.m. Have breakfast	The Curious Incident of the Dog in the Night-time	Mark Haddon
07:44:00	You'd rather die flying a kite with your grandchildren, or at a great party or something. Not on the seven forty-four."	One moment, one morning	Sarah Rayner
07:45:00	Mr Green left for work at a quarter to eight, as he did every morning. He walked down his front steps carrying his empty briefcase.	A crime in the neighborhood	Suzanne Berne
07:51:00	"What is the time, please?" "Er...nine minutes to eight, Insert Name Here," said the imp.	Thud!	Terry Pratchett
07:55:00	At 7.55 this morning the circus ran away to join me, there is a lion in the wardrobe.	tightrope (a poem in Selected Poems 1967-1987)	Roger McGough
07:56:00	I stretch my arms in a big yawn and glance at the clock. I don't believe it. It's only seven fifty-six.	The Undomestic Goddess	Sophie Kinsella
08:00:00	But for now it was still eight o'clock, and as I walked along the avenue under that brilliant blue sky, I was happy.	Brooklyn Follies	Paul Auster
08:00:00	Mr. Pumblechook and I breakfasted at eight o'clock in the parlour behind the shop.	Great Expectations	Dickens
08:00:00	Prince Stepan Arkadyevitch Oblonsky woke up at his usual hour, that is, at eight o'clock in the morning.	Anna Karenina	Tolstoy
08:00:00	The next morning I woke up at oh eight oh oh hours, my brothers, and as I still felt shagged and fagged and fashed and bashed	A Clockwork Orange	Anthony Burgess
08:00:00	She would not be born till tomorrow, some time after eight o'clock a.m and I would wait to be assured she had come into the world alive.	Jane Eyre	Charlotte Bronte
08:00:00	8 am. Put school clothes on	The Curious Incident of the Dog in the Night-time	Mark Haddon
08:00:00	And while she still held my gaze, still smiling, there came the slow and heavy tolling of the great house-bell, eight times.	Fingersmith	Sarah Waters
08:00:00	At eight o'clock, a shaft of daylight came to wake us. The thousand facets of the lava on the rock face picked it up as it passed.	Journey to the Centre of the Earth	Jules Verne
08:00:00	The hands of the Dutch clock in the hall pointed to thirteen minutes past nine.	Three Men and a Maid	P.G. Wodehouse
10:11:00	Those of the ormolu clock in the sitting-room to eleven minutes past ten.	Three Men and a Maid	P.G. Wodehouse
08:00:00	It was exactly eight; and Mrs. Hignett acknowledged the fact by moving her head on the pillow, opening her eyes, and sitting up in bed.	Three Men and a Maid	P.G. Wodehouse
08:00:00	He was woken by reception at eight the following morning to be told that everyone was waiting for him downstairs.	Solar	Ian McEwan
08:00:00	Choose your own time' Don Ignacio said. 'Would 8am on Sunday be convenient?'	Voices of the Old Sea	Norman Lewis
08:00:00	It was dated from Rosings, at eight o'clock in the morning, and was as follows: - "Be not alarmed, madam".	Pride and Prejudice	Jane Austen
08:00:00	He must go on wanting what he had wanted yesterday. He dressed and rode down to the ground floor at eight for breakfast.	Death in Venice	Thomas Mann
08:00:00	"I'm not crying," Maria said when Carter called from the desert at 8 a.m. "I'm perfectly alright".	Play it as is Lays	Joan Didion
08:00:00	That ward door starts opening at eight and opens and closes a thousand times a day, kashash, click.	One Flew Over the Cuckoos Nest	Ken Kesey
08:00:00	By eight o'clock Stillman would come out, always in his long brown overcoat, carrying a large, old-fashioned carpet bag.	City of Glass	Paul Auster
08:03:00	Never meet people at 7:45 or 6:30, Jasper, but pick times like 7:12 and 8:03!	A fraction of the whole	Steve Toltz
08:05:00	8.05 a.m. Pack school bag	The Curious Incident of the Dog in the Night-time	Mark Haddon
08:08:00	There was a young fellow named Tate Who dined with his girl at 8.08.	Limerick	Anonymous
08:10:00	8.10 a.m. Read book or watch video	The Curious Incident of the Dog in the Night-time	Mark Haddon
08:10:00	Woke 8:10. To sleep 7:15. (Appear to have lost my watch without realising it, had to drive into town to buy another.)	The Voices of Time	JG Ballard
08:11:00	For some reason they both wore white rosettes pinned to their dresses. I looked again at the clock: eight-eleven.	The Blackpool Highflyer	Andrew Martin
08:15:00	He reached up, and hauled down his watch. It was a quarter-past eight.	Three Men in a Boat	Jerome K Jerome
08:15:00	"It's eight fifteen. (And here time forked.) I'll turn it on." The screen in its blank broth evolved a lifelike blur, and music welled.	Pale Fire	Vladimir Nabokov
08:16:00	My fingers are itching to move. I look at my watch. Still only eight sixteen. Oh God.	The Undomestic Goddess	Sophie Kinsella
08:17:00	I lean back and watch a little speckled bird pecking the ground nearby for a while. Then I look at my watch again: eight seventeen.	The Undomestic Goddess	Sophie Kinsella
08:20:00	When the typewriters happen to pause (8:20 and other mythical hours), and there are no flights of American bombers in the sky	Gravity's Rainbow	Thomas Pynchon
08:23:00	Twenty-three minutes past eight. I am going up by the quarter to twelve train, so that there is plenty of time.	The flowering of the strange orchid	H.G. Wells
08:29:00	At 8.29 I punched the front doorbell in Elgin Crescent. It was opened by a small oriental woman in a white apron.	Engleby	Sebastian Faulks
08:30:00	The lecture was to be given tomorrow, and it was now almost eight-thirty.'	A Confederacy of Dunces	John Kennedy Toole
08:30:00	It can't be later than eight. I check my watch, and it says eight-thirty. Oh.	Out Stealing Horses	Per Petterson
08:30:00	At half past eight, Mr. Dursley picked up his briefcase, pecked Mrs. Dursley on the cheek, and tried to kiss Dudley goodbye but missed.#	Harry Potter and the Philosopher's Stone	JK Rowling
08:30:00	When he woke, at eight-thirty, he was alone in the bedroom. He put on his dressing gown and put in his hearing aid.	Deaf Sentence	David Lodge
